numero_registro;denominacion;plazas_autorizadas_numero;plazas_descripcion;tipologia;subtipo;sector;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_coor_x;direccion_coor_y;direccion_codigo_postal;contacto_telefono;entidad_denominacion;entidad_cif;entidad_naturaleza
C0233;FUNDACIÓN ASTIER CENTRO SAN JOSÉ;149;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;005;Alcalá de Henares;AVDA;A0455;de Meco;14;470246;4483329;28805;918893570;FUNDACIÓN ASTIER CENTRO SAN JOSÉ;G28419455;PRIVADA SIN ÁNIMO DE LUCRO
C0236;JARDINES DE ESPAÑA, CENTRO OCUPACIONAL;95;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;AVDA;00919;de Burgos;85;442880;4482305;28050;917667121 / 629067501;FUNDACION JARDINES DE ESPAÑA;G80736812;PRIVADA SIN ÁNIMO DE LUCRO
C0240;RESIDENCIA LOS FRESNOS;34;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;115;Pozuelo de Alarcón;CALLE;A0606;Saliente;16;428788;4475185;28223;917154645;FUNDACION CAL PAU;G80386667;PRIVADA SIN ÁNIMO DE LUCRO
C0247;NTRA. SRA. DE LA ESPERANZA II, RESIDENCIA DE PERSONAS MAYORES;20;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;084;Mejorada del Campo;AVDA;00013;de la Constitución;3;458505;4471912;28840;91 679 31 92;ASOCIACION AYUDA A DOMICILIO NUESTRA SEÑORA DE LA ESPERANZA;G28534162;PRIVADA SIN ÁNIMO DE LUCRO
C0248;SANITAS RESIDENCIAL ALMENARA, RESIDENCIA DE PERSONAS MAYORES;106;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;042;Colmenar del Arroyo;CALLE;A0022;Colmenar;2;398261;4475668;28213;918651000;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO
C0253;ASILO SANTA MARCA;47;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Infancia;079;Madrid;CALLE;03755;de Marcenado;50;442855;4477886;28002;609065447 - 91 415 86 40;FUNDACION DE SANTAMARCA Y DE SAN RAMON Y SAN ANTONIO;G85511582;PRIVADA SIN ÁNIMO DE LUCRO
C0260;NTRA. SRA. DEL CAMINO III,C.O.;65;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;CALLE;04361;de Nueva Caledonia;14;438837;4479304;28035;91459 63 44;FUNDACION NUESTRA SEÑORA DEL CAMINO;G28781722;PRIVADA SIN ÁNIMO DE LUCRO
C0261;BALLESOL POZUELO, RESIDENCIA DE PERSONAS MAYORES;257;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;115;Pozuelo de Alarcón;CALLE;A0072;Arquitectura;116;431349;4478224;28224;91 352 55 20;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO
C0263;CIUDAD ESCUELA MUCHACHOS, C. PROTECCION;90;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Infancia y Adolescencia;074;Leganés;AVDA;A0123;Doctor Fleming;3;435115;4463890;28912;91 6946277 /11;ASOCIACION MUCHACHOS CIUDAD ESCUELAS DE FORMACION SOCIO CULTURAL;G28665289;PRIVADA SIN ÁNIMO DE LUCRO
C0268;SANTA MARIA DEL PARRAL, OTRAS RESIDENCIAS;98;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Infancia y Adolescencia;079;Madrid;CMNO;10178;del Lavadero;4;434081;4479733;28023;91 357 21 51;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO
C0270;SAN JOSE (CHINCHON), RESIDENCIA DE PERSONAS MAYORES;85;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;052;Chinchón;CALLE;00077;del Teniente Ortiz de Zarate;56;464508;4443575;28370;918940039;ANTONIO PAEZ, S.L.;B84947118;PRIVADA CON ÁNIMO DE LUCRO
C0274;FUNDACION MANZANARES, RESIDENCIA DE PERSONAS MAYORES;53;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;060;Fuentidueña de Tajo;CALLE;00040;Mayor;17;486335;4440997;28597;91 872 84 86;CASA COMUNIDAD OBRA MISIONERA DE JESUS Y MARIA;R7800275E;PRIVADA SIN ÁNIMO DE LUCRO
C0275;BALLESOL PARQUE ALMANSA, RESIDENCIA DE PERSONAS MAYORES;108;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;PASEO;08849;de Juan XXIII;38;439385;4477952;28040;91 554 66 52;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO
C0277;BELLAS VISTAS (PELAYOS DE LA PRESA), RESIDENCIA DE PERSONAS MAYORES;122;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;109;Pelayos de la Presa;AVDA;00331;de Marcial Llorente;37;386737;4468411;28696;918644151;RAMLIZ, S.A.;A79147484;PRIVADA CON ÁNIMO DE LUCRO
C0285;NUESTRO HOGAR BELISANA, PISO TUTELADO;10;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Infancia y Adolescencia;079;Madrid;CALLE;00777;de Belisana;28;444645;4478861;28043;913880209;FUNDACION ANAR;G80453731;PRIVADA SIN ÁNIMO DE LUCRO
C0287;PINAR DE ARAVACA, RESIDENCIA DE PERSONAS MAYORES;119;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;07511;de Camarines;2;434754;4479236;28023;913070707;SERVICIOS INTEGRALES DE ATENCIÓN GERIÁTRICA, S.L.;B84192269;PRIVADA CON ÁNIMO DE LUCRO
C0288;BALLESOL MAJADAHONDA, RESIDENCIA DE PERSONAS MAYORES;133;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;080;Majadahonda;CALLE;00034;del Cierzo;10;427283;4481264;28220;91 639 56 11;INTERCENTROS BALLESOL, S.A.;A79370599;PRIVADA CON ÁNIMO DE LUCRO
C0292;MADRE DOLORES, CLUB;70;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;079;Madrid;CALLE;01878;de Eduardo Marquina;18;439637;4471588;28019;915651392;ASOCIACION CLUB MADRE DOLORES;G79543419;PRIVADA SIN ÁNIMO DE LUCRO
C0293;NAZARET, CENTRO DE PREVENCION MENORES Y JOVENES;200;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Infancia y Adolescencia;079;Madrid;CALLE;01597;de Cuart de Poblet;11;436754;4472250;28047;91 465 47 89;ASOCIACION NAZARET;G79476297;PRIVADA SIN ÁNIMO DE LUCRO
C0295;NARANJOVEN, CENTRO DE DIA;190;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Adolescencia;058;Fuenlabrada;CALLE;A0193;Galicia;27;431182;4461258;28942;916085440;ASOCIACIÓN PRELABORALES NARANJOVEN;G82755950;PRIVADA SIN ÁNIMO DE LUCRO
C0297;AMEB, CENTRO DE ATENCION TEMPRANA;40;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;079;Madrid;CALLE;04907;de Prádena del Rincón;4;442607;4476683;28002;91 563 04 48;ASOCIACION MADRILEÑA DE ESPINA BIFIDA (AMEB);G28539807;PRIVADA SIN ÁNIMO DE LUCRO
C0299;SANITAS   RESIDENCIAL ALCORCON;148;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;007;Alcorcón;AVDA;;de Polvoranca;S/N;;;28922;916437186;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO
C0301;HOGAR DON ORIONE;124;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;115;Pozuelo de Alarcón;PLAZA;A0204;Daniel Segovia;1;433819;4473031;28223;91 711 85 00;CASA COMUNIDAD CONGREGACION PEQUEÑA OBRA DE LA DIVINA PROVIDENCIA (DON ORIONE);R7800160I;PRIVADA SIN ÁNIMO DE LUCRO
C0304;HOGAR DE ANCIANOS DE ALPEDRETE;100;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;010;Alpedrete;PLAZA;A0063;DE LA CONSTITUCION;1;413295;4501499;28430;918572190 / 620248806;ASOCIACION HOGAR DE ANCIANOS DE ALPEDRETE;G78828258;PRIVADA SIN ÁNIMO DE LUCRO
C0305;TORREJON DE LA CALZADA, HOGAR;38;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;149;Torrejón de la Calzada;CALLE;00097;Quevedo;1;431929;4450262;28991;918169594;AYUNTAMIENTO DE TORREJON DE LA CALZADA;P2814900C;PÚBLICA
C0307;SAN ILDEFONSO, RESIDENCIA DE PERSONAS MAYORES;49;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;068;Guadarrama;CALLE;00003;del Arcipreste de Hita;3;407694;4503116;28440;91 854 01 32 / 91 854 79 97;RESIDENCIA ARCIPRESTE DE HITA S. L.;B80049141;PRIVADA CON ÁNIMO DE LUCRO
C0308;LA TORRE, RESIDENCIA DE  PERSONAS MAYORES;88;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;091;Morata de Tajuña;CALLE;A0041;del Carmen;37;462796;4452843;28530;918730171;TORREMORA 2003, S.L.;B83585273;PRIVADA CON ÁNIMO DE LUCRO
C0309;LA ELIPA;59;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;079;Madrid;CALLE;07150;de Santa Irene;S/N;;;28017;655394435 / 651642109;CLUB MAYORES DE LA ELIPA;G78502853;PRIVADA SIN ÁNIMO DE LUCRO
C0311;CENTRO SOCIAL DE PERSONAS MAYORES DE GRIÑON;600;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;066;Griñón;CALLE;00462;Juan Carlos I;1;427457;4451923;28971;91 8140821;AYUNTAMIENTO DE GRIÑON;P2806600I;PÚBLICA
C0312;PISO TUTELADO CHICAS DE TORREMOCHA;8;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Adolescencia;153;Torremocha de Jarama;CALLE;00032;Uceda;39;458440;4520791;28189;91 843 10 77;TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA;F78479094;PRIVADA SIN ÁNIMO DE LUCRO
C0317;CENTRO OCUPACIONAL ADEMO I;90;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;014;Arganda del Rey;CALLE;A0431;Uranio;11;459866;4461231;28500;91 871 74 12;FUNDACION ADEMO;G82047879;PRIVADA SIN ÁNIMO DE LUCRO
C0318;HOGAR INFANTIL DE INTEGRACION RURAL TORREMOCHA DEL JARAMA;26;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Infancia;153;Torremocha de Jarama;CALLE;00032;Uceda;39;458440;4520791;28189;918431077;TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA;F78479094;PRIVADA SIN ÁNIMO DE LUCRO
C0319;PISO TUTELADO DE CHICOS DE TORREMOCHA;6;Plazas totales;CENTROS RESIDENCIALES;PISOS TUTELADOS;Adolescencia;153;Torremocha de Jarama;CALLE;00048;del Río Jarama;1;458155;4520593;28189;91 8431077;TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA;F78479094;PRIVADA SIN ÁNIMO DE LUCRO
C0321;JUAN PABLO II, RESIDENCIA DE PERSONAS MAYORES;182;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;133;San Martín de Valdeiglesias;CTRA;00783;de M-501 (Alcorcón-Plasencia);55,0;384536;4468284;28680;918611406;FUNDACION LOPEZ RUMAYOR;G78148426;PRIVADA SIN ÁNIMO DE LUCRO
C0324;HOGAR DE JUBILADOS Y PENSIONISTAS DE VALVERDE DE ALCALA;52;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;166;Valverde de Alcalá;CALLE;A0025;San Roque;14;474528;4474242;28812;91 8859351;AYUNTAMIENTO DE VALVERDE DE ALCALA;P2816600G;PÚBLICA
C0327;VILLA JOSEFINA, CENTRO RESIDENCIAL;23;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;115;Pozuelo de Alarcón;AVDA;A0309;Juan Pablo II;52;431499;4477250;28224;91 715 31 48;FUNDACION CAL PAU;G80386667;PRIVADA SIN ÁNIMO DE LUCRO
C0328;SANITAS RESIDENCIAL ARTURO SORIA, RESIDENCIA DE PERSONAS MAYORES;72;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES AUTONOMAS;Personas mayores;079;Madrid;CALLE;00582;de Arturo Soria;146;444622;4478206;28043;91 519 20 29;SANITAS MAYORES, S.L.;B58937178;PRIVADA CON ÁNIMO DE LUCRO
C0339;HOGAR PARROQUIAL NUESTRA SEÑORA DE FATIMA;267;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;079;Madrid;CALLE;03978;de Máximo San Juan;2;444806;4475939;28017;914077965 / 913263404;ASOCIACION HOGAR PARROQUIAL NUESTRA SEÑORA DE FATIMA;G78229929;PRIVADA SIN ÁNIMO DE LUCRO
C0341;APANID, PINTURA. PRADO ACEDINOS;60;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;058;Fuenlabrada;CALLE;A0261;León;28;436608;4457198;28947;916420088;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO
C0343;APANID.PRADO ACEDINOS (CARPINTERIA);80;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;058;Fuenlabrada;CALLE;A0261;León;75;436345;4456613;28947;916420219;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO
C0345;VIRGEN DEL PILAR, RESIDENCIA DE PERSONAS MAYORES;233;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;022;Boadilla del Monte;CALLE;A0075;de los Mártires;14;425548;4473519;28660;916330375;RESIDENCIAS SANTOS S.L.;B80906761;PRIVADA CON ÁNIMO DE LUCRO
C0349;CASA CHALET II APANID;10;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Personas con discapacidad intelectual;065;Getafe;CALLE;A0419;de Juan Francés;58;438621;4463920;28903;916830729;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO
C0353;CASA CHALET I;8;Plazas totales;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;Personas con discapacidad intelectual;065;Getafe;CALLE;A0419;de Juan Francés;56;438612;4463921;28903;916830729;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO
C0354;APANID CENTRO DE ATENCION TEMPRANA;20;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Infancia;065;Getafe;PLAZA;A0406;Jiménez Díaz;5;438697;4463008;28903;916952803;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO
C0356;SANTA MARAVILLAS, RESIDENCIA DE PERSONAS MAYORES;75;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;115;Pozuelo de Alarcón;CALLE;A0376;Javier Fernández Golfín;S/N;;;28223;917151958 / 917157505;SAN JORGE CENTER, S.L.;B83388157;PRIVADA CON ÁNIMO DE LUCRO
C0357;VILLA TERESITA;15;Plazas totales;CENTROS RESIDENCIALES;CENTROS RESIDENCIALES: OTROS;Mujer;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;CASA COMUNIDAD AUXILIARES DIOCESANAS DEL BUEN PASTOR;R2800493E;PRIVADA SIN ÁNIMO DE LUCRO
C0361;SANTA MARIA DE LEUCA;50;Plazas totales;CENTROS DE ACOGIDA;CENTROS DE ACOGIDA DE MENORES;Infancia;131;San Lorenzo de El Escorial;CALLE;00175;Infantes;28;403542;4494440;28200;91 8901662;CASA COMUNIDAD HIJAS SANTA MARIA DE LEUCA;R2800326G;PRIVADA SIN ÁNIMO DE LUCRO
C0365;INSTITUCION PEDAGOGICA SAGRADO CORAZON;80;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;005;Alcalá de Henares;CALLE;C0009;Sancho IV;16;470224;4483047;28805;91 889 26 51;INSTITUCION PEDAGOGICA LABORAL SAGRADO CORAZON S.A;A79046892;PRIVADA SIN ÁNIMO DE LUCRO
C0373;MUNICIPAL GRIÑON, RESIDENCIA DE PERSONAS MAYORES;78;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;066;Griñón;CALLE;00450;de la Ermita;1;427508;4452124;28971;91 814 06 71;AYUNTAMIENTO DE GRIÑON;P2806600I;PÚBLICA
C0374;CENTRO DE REHABILITACION GIL GAYARRE;33;Capacidad máxima simultánea;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;Personas con discapacidad intelectual;115;Pozuelo de Alarcón;CTRA;A0432;M-515 (Majadahonda);2,0;428840;4476823;28223;913520940;FUNDACION GIL GAYARRE;G28275071;PRIVADA SIN ÁNIMO DE LUCRO
C0382;NUEVO HORIZONTE, C.D.DE ADULTOS AUTISTAS;50;Capacidad máxima simultánea;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;Personas con discapacidad intelectual;127;Rozas de Madrid, Las;CALLE;02251;de la Comunidad de Madrid;43;425353;4482755;28231;916377455;ASOCIACION NUEVO HORIZONTE;G28634772;PRIVADA SIN ÁNIMO DE LUCRO
C0383;C. ATENCION, RECUPERACION Y REINSERCION MUJERES MALTRAT;90;Plazas totales;CENTROS DE ACOGIDA;CENTROS DE MUJERES MALTRATADAS;Mujer;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;FEDERACION NACIONAL DE ASOCIACIONES DE MUJERES SEPARADAS Y DIVORCIADAS;G79137675;PRIVADA SIN ÁNIMO DE LUCRO
C0384;AFANIAS, CENTRO EXPERIMENTAL POZUELO;139;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;115;Pozuelo de Alarcón;CALLE;A0303;García Martín;18;432386;4477790;28224;678487121;AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL;G28303790;PRIVADA SIN ÁNIMO DE LUCRO
C0392;AMANECER, CENTRO OCUPACIONAL;60;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;CALLE;03963;de Matilde Díez;8;442857;4477464;28002;914133419;FUNDACION AMANECER;G28575348;PRIVADA SIN ÁNIMO DE LUCRO
C0401;CENTRO LISTA;50;Capacidad máxima simultánea;CENTROS DE DÍA;HOGARES Y CLUBES;Personas mayores;079;Madrid;CALLE;02340;de Francisco Silvela;13;443107;4475689;28028;914021963;ASOCIACION PUERTA DE ALCALA;G28799823;PRIVADA SIN ÁNIMO DE LUCRO
C0405;PARDO VALCARCE, CENTRO OCUPACIONAL;180;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;079;Madrid;CALLE;45945;de Monasterio de Las Huelgas;15;439939;4483772;28049;91 735 57 90;FUNDACION CARMEN PARDO VALCARCE;G79571014;PRIVADA SIN ÁNIMO DE LUCRO
C0408;NARANJOVEN, CENTRO JUVENIL;170;Capacidad máxima simultánea;CENTROS OCUPACIONALES;TALLERES;Adolescencia;058;Fuenlabrada;CALLE;A0193;GALICIA;27;;;28940;916079248;ASOCIACION NARANJOVEN DE FUENLABRADA;G28833747;PRIVADA SIN ÁNIMO DE LUCRO
C0415;VIRGEN DE LOURDES, C.O.;72;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;181;Villaviciosa de Odón;EXTRR;A0131;Finca Veguilla;S/N;;;28670;91 616 19 11  /  91 616 59 84;FUNDACION PROMIVA;G28684397;PRIVADA SIN ÁNIMO DE LUCRO
C0416;PALACIOS, RESIDENCIA DE PERSONAS MAYORES;84;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;040;Ciempozuelos;PASEO;A0060;de la Estación;16;447699;4445590;28350;91 893 07 12;RESIDENCIA DE ANCIANOS PALACIOS, S.L.;B78406840;PRIVADA CON ÁNIMO DE LUCRO
C0417;APHISA, CENTRO OCUPACIONAL;75;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;005;Alcalá de Henares;AVDA;A0499;Nuestra Señora de Belén;34;467429;4480874;28802;918894864 / 918894848;"ASOCIACION DE ALCALÁ DE HENARES PARA LA DISCAPACIDAD INTELECTUAL (""APHISA"").";G28562361;PRIVADA SIN ÁNIMO DE LUCRO
C0421;COLMENAR VIEJO, CENTRO OCUPACIONAL;132;Capacidad máxima simultánea;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;Personas con discapacidad intelectual;045;Colmenar Viejo;CTRA;A0270;de Miraflores;S/N;;;28770;918463443;ENVERA-ASOCIACION DE EMPLEADOS DE IBERIA PADRES DE MINUSVALIDOS;G28641116;PRIVADA SIN ÁNIMO DE LUCRO
C0424;HOGAR NTRA. SRA. DE LOS DESAMPARADOS;42;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Infancia y Adolescencia;079;Madrid;CALLE;00582;de Arturo Soria;220;443785;4479264;28033;913592100;CASA COMUNIDAD MADRE DE DESAMPARADOS Y SAN JOSE DE LA MONTAÑA;R2800887H;PRIVADA SIN ÁNIMO DE LUCRO
C0429;GLADIOLOS, RESIDENCIA PERSONAS MAYORES;74;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;045;Colmenar Viejo;CALLE;A0158;de los Gladiolos;5;434003;4500092;28770;91 845 20 17;RESIDENCIA GLADIOLOS, S.L.;B80112600;PRIVADA CON ÁNIMO DE LUCRO
C0439;SANTA MARIA ESPEJO DE JUSTICIA, RESIDENCIA DE PERSONAS MAYORES;26;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES AUTONOMAS;Personas mayores;079;Madrid;AVDA;03996;del Mediterráneo;48;443224;4473074;28007;91 551 30 18;ARZOBISPADO DE MADRID;R2800137H;PRIVADA SIN ÁNIMO DE LUCRO
C0444;RESIDENCIA DE  MINUSVALIDOS SAN VICENTE;156;Plazas totales;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;Personas con discapacidad intelectual;079;Madrid;AVDA;09464;de Rafaela Ybarra;75;439611;4469995;28026;915691606;FUNDACION ANDE;G79812517;PRIVADA SIN ÁNIMO DE LUCRO
C0446;LOS JAZMINES (EL ALAMO), RESIDENCIA DE PERSONAS MAYORES;22;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;004;Álamo, El;CMNO;00354;de los Carboneros;S/N;;;28607;91 812 07 69;RESIDENCIA DE ANCIANOS LOS JAZMINES SL;B82830662;PRIVADA CON ÁNIMO DE LUCRO
C0447;VALMONTE, RESIDENCIA DE PERSONAS MAYORES;148;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;079;Madrid;CALLE;05250;de Romero Girón;9;442102;4478652;28036;914584800;EDIFICIO GERIATRICO VALMONTE, S.L.;B80637705;PRIVADA CON ÁNIMO DE LUCRO
C0453;SANTA EUGENIA, RESIDENCIA DE PERSONAS MAYORES;286;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;10640;de Zazuar;13;448483;4470351;28031;91 331 31 01;RESIDENCIAL NOGALES XXI, S.A.;A84546696;PRIVADA CON ÁNIMO DE LUCRO
C0455;SANTA MARIANA DE JESUS, RESIDENCIA DE PERSONAS MAYORES;13;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;Personas mayores;087;Molinos, Los;AVDA;A0094;de la Concordia;60;410091;4507302;28460;918 551 052;INSTITUTO SANTA MARIANA DE JESUS COMUNIDAD DE HERMANAS MARIANITAS;R2801301I;PRIVADA SIN ÁNIMO DE LUCRO
C0456;PADRE ELADIO, RESIDENCIA DE PERSONAS MAYORES;77;Plazas totales;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;Personas mayores;079;Madrid;CALLE;02926;de las Islas Bikini;4;438344;4480726;28035;91 373 37 67;CASA COMUNIDAD HERMANAS JOSEFINAS DE LA SANTISIMA TRINIDAD;R2800344J;PRIVADA SIN ÁNIMO DE LUCRO
